"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2016-09-30,61639,"10025","NY","New York","New York","New York",0,1004200,-0.00956701844363349,-0.04032874617737,-0.0878372240893814,0.0645780557353246,0.0291791766708502,"2016-03","2016-Q1",1103200,-0.0897389412617839,"2015-06"
2016-09-30,84654,"60657","IL","Chicago","Cook","Chicago",1,318300,0.00791640278657378,0.0231436837029894,0.02909796314258,0.037020028013532,0.0000942995967145865,"2007-09","2007-Q3",324300,-0.0185013876040703,"2006-12"
2016-09-30,61637,"10023","NY","New York","New York","New York",2,1032800,0.00839679750048819,0.00662768031189084,-0.0851271148906015,0.0342849472868867,0.0173132238509746,"2015-09","2015-Q3",1128900,-0.0851271148906015,"2015-06"
2016-09-30,84616,"60614","IL","Chicago","Cook","Chicago",3,385200,0.00732217573221757,0.0150197628458498,0.040237645152579,0.0336193204336286,0.000286015351804503,"2007-09","2007-Q3",398100,-0.0324039186134137,"2006-11"
2016-09-30,93144,"79936","TX","El Paso","El Paso","El Paso",4,113600,0.00264783759929391,0.017921146953405,0.0225022502250225,0.00248318063830077,-0.00362389428119136,"2007-12","2007-Q4",131000,-0.132824427480916,"2006-08"
2016-09-30,84640,"60640","IL","Chicago","Cook","Chicago",5,200400,0.00602409638554217,0.0250639386189258,0.0255885363357216,0.0332076956894403,-0.0153810590249461,"2007-02","2007-Q1",237600,-0.156565656565657,"2003-04"
2016-09-30,91733,"77084","TX","Houston","Harris","Houston",6,157600,0.00127064803049555,0.0207253886010363,0.0914127423822715,0.0775198885631359,0.0231183351595865,"2016-09","2016-Q3",157600,0,"2016-09"
2016-09-30,97564,"94109","CA","San Francisco","San Francisco","San Francisco",7,1069900,-0.00852562320452229,-0.0230115971144188,-0.0423379878267096,0.104635960786929,0.0300913969802319,"2016-02","2016-Q1",1118000,-0.0430232558139535,"2015-06"
2016-09-30,90668,"75070","TX","Dallas-Fort Worth","Collin","McKinney",8,298900,0.00741489720256151,0.0257378174330817,0.10132645541636,0.0951956668253302,0.0413623253918067,"2016-09","2016-Q3",298900,0,"2016-09"
2016-09-30,62037,"11226","NY","New York","Kings","New York",9,564700,-0.00264924055104203,-0.0216562716562717,0.0474865516601744,0.0922208882565081,0.0321045486817035,"2016-06","2016-Q2",577200,-0.0216562716562717,"2016-05"
2016-09-30,91940,"77449","TX","Houston","Harris","Cypress",10,160600,0.00752823086574655,0.0294871794871795,0.0888135593220339,0.0854196191177163,0.0203474453808945,"2016-09","2016-Q3",160600,0,"2016-09"
2016-09-30,71831,"32162","FL","The Villages","Sumter","The Villages",11,245000,0,-0.000407996736026112,0.00327600327600328,0.0473551312253409,-0.00129682461784542,"2007-01","2007-Q1",253700,-0.0342924714229405,"2006-09"
2016-09-30,84646,"60647","IL","Chicago","Cook","Chicago",12,308300,0.0134779750164366,0.0397976391231029,0.0678905438171112,0.0576958667793055,-0.000356096907126791,"2006-08","2006-Q3",310000,-0.00548387096774194,"2006-04"
2016-09-30,74242,"37211","TN","Nashville","Davidson","Nashville",13,204500,0.0108749382105783,0.0370182555780933,0.154063205417607,0.0891996586260384,0.0366375445971858,"2016-09","2016-Q3",204500,0,"2016-09"
2016-09-30,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",14,528700,0.00189501610763691,0.00589802130898021,0.0475530017832376,0.085686050036375,-0.00218645051166366,"2006-11","2006-Q4",541400,-0.0234577022534171,"2005-12"
2016-09-30,74101,"37013","TN","Nashville","Davidson","Nashville",15,170200,0.00829383886255924,0.0290205562273277,0.122691292875989,0.0667674840925732,0.015663862372568,"2016-09","2016-Q3",170200,0,"2016-09"
2016-09-30,84620,"60618","IL","Chicago","Cook","Chicago",16,337300,0.00386904761904762,0.0159638554216867,0.0643736194383086,0.0578682636646342,-0.00368921928848376,"2006-11","2006-Q4",351100,-0.0393050412987753,"2006-02"
2016-09-30,61703,"10128","NY","New York","New York","New York",17,1050900,0.00526114405969007,0.0240693821867082,0.100418848167539,0.0460180611399867,,"2016-04","2016-Q2",1062500,-0.0109176470588235,"2016-03"
2016-09-30,61625,"10011","NY","New York","New York","New York",18,1389500,0.00462728653025812,-0.0348013337038066,-0.0872963741460851,0.11635376806024,0.0508819983400093,"2015-12","2015-Q4",1601400,-0.132321718496316,"2015-07"
2016-09-30,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",19,168700,0.00897129186602871,0.0242865816636308,0.0704314720812183,0.0449590790171142,0.00857074452127371,"2016-09","2016-Q3",168700,0,"2016-09"
2016-09-30,71067,"30349","GA","Atlanta","Clayton","Riverdale",20,106300,0.0143129770992366,0.0360623781676413,0.139335476956056,0.116751047417998,-0.0277161747284503,"2006-04","2006-Q2",142100,-0.251935256861365,"2000-07"
2016-09-30,93123,"79912","TX","El Paso","El Paso","El Paso",21,168600,0.000593471810089021,0.00297441998810232,0.0113977204559088,0.00299227373009092,-0.00462509541234524,"2007-12","2007-Q4",189600,-0.110759493670886,"2006-05"
2016-09-30,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",22,1226300,0.0022066034651847,0.00360094934118995,0.0256774841083975,0.101315228773555,0.0220703541095217,"2016-04","2016-Q2",1227300,-0.000814796708221299,"2016-04"
2016-09-30,97771,"94565","CA","San Francisco","Contra Costa","Pittsburg",23,356600,0.0116312056737589,0.0324261725535611,0.1050511310815,0.162312009335441,-0.0265275606077893,"2006-07","2006-Q3",468100,-0.238196966460158,"2004-08"
2016-09-30,61617,"10003","NY","New York","New York","New York",24,1186200,-0.0173956262425447,-0.0260284095574349,-0.110327758193955,0.0829967399028879,0.0386795667841358,"2016-02","2016-Q1",1356700,-0.125672587897103,"2015-04"
2016-09-30,84615,"60613","IL","Chicago","Cook","Chicago",25,201700,0,0.0181726400807673,0.0186868686868687,0.0318907688770629,-0.0156240578985246,"2008-01","2008-Q1",241900,-0.166184373708144,"2002-01"
2016-09-30,90654,"75052","TX","Dallas-Fort Worth","Dallas","Grand Prairie",26,178400,0.0107648725212465,0.0414477524810274,0.117094552285535,0.0777302116577834,0.023298882796825,"2016-09","2016-Q3",178400,0,"2016-09"
2016-09-30,66133,"20009","DC","Washington","District of Columbia","Washington",27,529400,0.00151343170639425,0.0110771581359817,0.0216132767271324,0.0456494285752242,0.0171991184000209,"2016-09","2016-Q3",529400,0,"2016-09"
2016-09-30,66126,"20002","DC","Washington","District of Columbia","Washington",28,566500,0.00389863547758285,0.0154149489155763,0.0549348230912477,0.0960720886656223,0.0419790743443302,"2016-09","2016-Q3",566500,0,"2016-09"
2016-09-30,66843,"21234","MD","Baltimore","Baltimore","Parkville",29,200200,0.0030060120240481,0.00958144225920323,0.0256147540983607,0.0137351218659205,-0.0107718866560684,"2007-07","2007-Q3",225900,-0.113767153607791,"2005-11"
2016-09-30,86026,"63376","MO","St. Louis","Saint Charles","Saint Peters",30,180700,0.00388888888888889,0.0117581187010078,0.071767497034401,0.0389141681122498,-0.00218707382188243,"2007-03","2007-Q1",186800,-0.0326552462526767,"2006-04"
2016-09-30,91685,"77036","TX","Houston","Harris","Houston",31,105900,0.0301556420233463,0.061122244488978,0.00189214758751183,0.0717236844887896,0.0195022102211078,"2016-09","2016-Q3",105900,0,"2016-09"
2016-09-30,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",32,158700,0.010828025477707,0.0245319561007101,0.104384133611691,0.101660084737823,-0.00340115985612188,"2006-12","2006-Q4",164700,-0.0364298724954463,"2005-08"
2016-09-30,61803,"10463","NY","New York","Bronx","New York",33,419400,0.00479156684235745,0.0259295499021526,0.103103629668595,0.0120600132256126,-0.014467924873554,"2008-11","2008-Q4",554600,-0.243779300396682,"2005-11"
2016-09-30,84630,"60629","IL","Chicago","Cook","Chicago",34,152900,0.0139257294429708,0.0394289598912305,0.0775193798449612,0.0540808509623707,-0.0412093290533212,"2006-08","2006-Q3",233400,-0.34490145672665,"2003-02"
2016-09-30,84627,"60625","IL","Chicago","Cook","Chicago",35,272700,0.00220507166482911,0.0103742126713598,0.0715127701375246,0.0375485255045271,-0.00933041181121852,"2007-10","2007-Q4",310300,-0.121173058330648,"2004-11"
2016-09-30,62040,"11230","NY","New York","Kings","New York",36,707500,0.00783475783475784,0.0157932519741565,0.00683079550305963,0.0576044074485225,0.0122007970378057,"2015-12","2015-Q4",712900,-0.00757469490812176,"2015-10"
2016-09-30,62020,"11209","NY","New York","Kings","New York",37,576900,0.0108638514105484,0.020159151193634,0.0435962373371925,0.0296439577256922,0.00904959804487859,"2004-08","2004-Q3",643500,-0.103496503496503,
2016-09-30,62012,"11201","NY","New York","Kings","New York",38,960300,0.00229621125143513,-0.0115285640761709,0.0464203988231448,0.0878227694297158,,"2016-06","2016-Q2",971500,-0.0115285640761709,"2016-05"
2016-09-30,62023,"11212","NY","New York","Kings","New York",39,349100,0.0246551218080423,0.0581994543801152,0.127583979328165,0.0378637100951611,-0.00485220057740332,"2007-03","2007-Q1",374200,-0.067076429716729,"2006-05"
2016-09-30,74126,"37042","TN","Clarksville","Montgomery","Clarksville",40,125600,0.00319488817891374,0.0120870265914585,0.0337448559670782,0.0123902369447184,0.0228505706335462,"2016-09","2016-Q3",125600,0,"2016-09"
2016-09-30,90823,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",41,306100,0.0075707702435813,0.0292535305985205,0.137072808320951,0.0796131757475991,0.0339565243175821,"2016-09","2016-Q3",306100,0,"2016-09"
2016-09-30,91922,"77429","TX","Houston","Harris","Cypress",42,223000,-0.0017905102954342,-0.00223713646532438,0.033843300880853,0.0597947489483668,0.0237186804895237,"2016-04","2016-Q2",225500,-0.0110864745011086,"2016-03"
2016-09-30,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",43,226200,0.00757238307349666,0.0235294117647059,0.1071953010279,0.138225155703947,-0.0127613178212193,"2006-04","2006-Q2",259500,-0.128323699421965,"2005-08"
2016-09-30,92271,"78130","TX","San Antonio","Comal","New Braunfels",44,188500,0.00694444444444444,0.0239000543183053,0.0895953757225433,0.0514200345596465,0.0270805437480481,"2016-09","2016-Q3",188500,0,"2016-09"
2016-09-30,62025,"11214","NY","New York","Kings","New York",45,587700,0.00685283536063046,0.0270884306186648,0.0732286340394449,0.0473649955317863,0.0200462801849706,"2016-09","2016-Q3",587700,0,"2016-09"
2016-09-30,92481,"78521","TX","Brownsville","Cameron","Brownsville",46,65500,0,0.00769230769230769,0.00769230769230769,0.0103926610115843,0.00847347742455318,"2014-03","2014-Q1",67800,-0.0339233038348083,"2014-01"
2016-09-30,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",47,198800,0.00760263558033452,0.0210580380071905,0.0786760716223549,0.0699119293043569,0.00182913285070896,"2016-09","2016-Q3",198800,0,"2016-09"
2016-09-30,70874,"30096","GA","Atlanta","Gwinnett","Duluth",48,190600,0.0111405835543767,0.0291576673866091,0.109429569266589,0.0818732570304355,0.00374876039414418,"2016-09","2016-Q3",190600,0,"2016-09"
2016-09-30,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",49,247200,0.00569568755085435,0.0185414091470952,0.0231788079470199,0.0156789700960329,-0.00737766844140031,"2007-03","2007-Q1",266200,-0.0713749060856499,"2005-10"
2016-09-30,97711,"94501","CA","San Francisco","Alameda","Alameda",50,868400,0.0108252822721453,0.0311090002374733,0.0603174603174603,0.115000574839998,0.0262614597030801,"2016-09","2016-Q3",868400,0,"2016-09"
2016-09-30,60545,"07030","NJ","New York","Hudson","Hoboken",51,713200,0.00450704225352113,0.0132121039920443,0.0935295921496473,0.0884690820568819,0.0342864229431123,"2016-09","2016-Q3",713200,0,"2016-09"
2016-09-30,84621,"60619","IL","Chicago","Cook","Chicago",52,131700,0.015420200462606,0.043581616481775,0.0468998410174881,0.0244788188807521,-0.024339805051275,"2007-09","2007-Q3",176700,-0.254668930390492,"2004-06"
2016-09-30,97565,"94110","CA","San Francisco","San Francisco","San Francisco",53,1190800,-0.000167926112510495,-0.0030975303474257,-0.0126036484245439,0.113514432854081,0.0407348006514689,"2016-02","2016-Q1",1228000,-0.0302931596091205,"2015-06"
2016-09-30,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",54,315400,0.0070242656449553,0.0230295167045086,0.0698778833107191,0.0592686247391909,0.0186450993621823,"2016-09","2016-Q3",315400,0,"2016-09"
2016-09-30,90795,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",55,170600,0.00176159718144451,0.0358227079538555,0.170096021947874,0.0897608698883838,0.032252024008631,"2016-09","2016-Q3",170600,0,"2016-09"
2016-09-30,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",56,1005300,0.00731462925851703,0.0235186316432498,0.12248771773113,0.100569094966557,0.0255548775619976,"2016-09","2016-Q3",1005300,0,"2016-09"
2016-09-30,72463,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",57,355700,0.00084411930219471,0.015995429877178,0.0561163895486936,0.121822014781058,-0.0109247469100391,"2006-08","2006-Q3",402300,-0.115833954760129,"2005-10"
2016-09-30,72442,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",58,386900,-0.0025779840164991,-0.0107389414472002,0.00467411062061802,0.111462178589421,0.00675784414877056,"2016-03","2016-Q1",393300,-0.0162725654716501,"2015-10"
2016-09-30,62088,"11377","NY","New York","Queens","New York",59,418200,0.0237454100367197,0.0627700127064803,0.1152,0.0674849078400026,0.0223392801493634,"2004-10","2004-Q4",432600,-0.0332871012482663,"2004-04"
2016-09-30,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",60,357300,0.0110356536502547,0.0314665127020785,0.0926605504587156,0.10816661690491,-0.0164586027763413,"2007-04","2007-Q2",431000,-0.170997679814385,"2005-10"
2016-09-30,72578,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",61,258800,0.00700389105058366,0.0277998411437649,0.0783333333333333,0.121147650673688,-0.0195221062900502,"2006-03","2006-Q1",327700,-0.210253280439426,"2005-03"
2016-09-30,62044,"11234","NY","New York","Kings","New York",62,506200,0.00716275368085953,0.0152426795026073,0.0767921718783238,0.0262448773159363,0.00035628785747277,"2006-07","2006-Q3",508300,-0.00413141845366909,"2006-06"
2016-09-30,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",63,422100,0.0030893536121673,0.0110179640718563,0.0645649432534678,0.0827839886119461,-0.0131620496647032,"2006-11","2006-Q4",482700,-0.125543816034804,"2005-08"
2016-09-30,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",64,395200,0.00483091787439614,0.0133333333333333,0.0830364483420115,0.0977617184415123,-0.0148329276089926,"2006-09","2006-Q3",458900,-0.138810198300283,"2005-07"
2016-09-30,62018,"11207","NY","New York","Kings","New York",65,354000,0.00482543286971331,0.018705035971223,0.023121387283237,0.0293693980630683,-0.00335531899311803,"2007-12","2007-Q4",372400,-0.0494092373791622,"2006-05"
2016-09-30,90665,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",66,207900,0.0111867704280156,0.0431510286001004,0.128664495114007,0.0775637453465752,0.0372630868277282,"2016-09","2016-Q3",207900,0,"2016-09"
2016-09-30,84619,"60617","IL","Chicago","Cook","Chicago",67,115600,0.0149253731343284,0.0674053554939981,0.111538461538462,0.0049159673468171,-0.0320416953833971,"2007-03","2007-Q1",163900,-0.294691885295912,"2003-06"
2016-09-30,76953,"44035","OH","Cleveland","Lorain","Elyria",68,89600,0.00335946248600224,0.0170261066969353,0.0603550295857988,0.00870493217048218,-0.0242237298998366,"2006-09","2006-Q3",114500,-0.217467248908297,"1999-07"
2016-09-30,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",69,193100,0.00468262226847034,0.0141806722689076,0.00730307772561294,0.0122446015599655,-0.00601080992861025,"2007-09","2007-Q3",213900,-0.0972417017297803,"2005-11"
2016-09-30,65810,"19143","PA","Philadelphia","Philadelphia","Philadelphia",70,66100,0.0107033639143731,0.0232198142414861,-0.014903129657228,-0.000302297515959893,0.00106521577920371,"2010-06","2010-Q2",75900,-0.129117259552042,"2007-04"
2016-09-30,79054,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",71,184000,0.0087719298245614,0.0302351623740202,0.0568638713383113,0.0837071881375611,-0.00429876496128578,"2005-07","2005-Q3",201300,-0.0859413810233482,"2002-06"
2016-09-30,92617,"78704","TX","Austin","Travis","Austin",72,498600,0.00402738622633911,0.0213027447767308,0.0761925318368228,0.107314761497934,0.067813936061712,"2016-09","2016-Q3",498600,0,"2016-09"
2016-09-30,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",73,590800,0.00595947556615018,0.0255164034021871,0.0486332978345758,0.0788693009440198,-0.00743859212366493,"2006-06","2006-Q2",641800,-0.0794640074789654,"2005-10"
2016-09-30,61148,"08701","NJ","New York","Ocean","Lakewood Township",74,304000,0.00662251655629139,0.0146862483311081,0.0826210826210826,0.0490258181842611,-0.00402144625888312,"2006-03","2006-Q1",319100,-0.0473205891570041,"2005-06"
2016-09-30,95048,"85710","AZ","Tucson","Pima","Tucson",75,151200,0.00598802395209581,0.0134048257372654,0.0406056434962147,0.0413026334320439,-0.0288869187961848,"2006-05","2006-Q2",204700,-0.261358085002443,"2004-11"
2016-09-30,87074,"66062","KS","Kansas City","Johnson","Olathe",76,220800,0.00683994528043776,0.0198614318706697,0.062049062049062,0.0342308446661661,0.015083328827413,"2016-09","2016-Q3",220800,0,"2016-09"
2016-09-30,92654,"78745","TX","Austin","Travis","Austin",77,254500,0.00275807722616233,0.00871977804201348,0.0839011925042589,0.0996168201729855,0.059562016918806,"2016-09","2016-Q3",254500,0,"2016-09"
2016-09-30,98325,"95630","CA","Sacramento","Sacramento","Folsom",78,480600,0.00334029227557411,0.0111508520934147,0.0620994475138122,0.0828543564336133,-0.00292774563463793,"2006-01","2006-Q1",528700,-0.0909778702477776,"2005-03"
2016-09-30,96545,"91910","CA","San Diego","San Diego","Chula Vista",79,473500,0.00105708245243129,0.015005359056806,0.0865075722808628,0.100004674188413,-0.0121926029324708,"2006-05","2006-Q2",546600,-0.133735821441639,"2004-08"
2016-09-30,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",80,783400,0.00551918880759851,0.0141100323624595,0.115477716075751,0.118905794510763,0.0199303277228009,"2016-09","2016-Q3",783400,0,"2016-09"
2016-09-30,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",81,230200,0.000869565217391304,0.000434593654932638,0.0114235500878735,0.0103946368665293,-0.00726012151265198,"2007-09","2007-Q3",262100,-0.121709271270507,"2006-05"
2016-09-30,97764,"94558","CA","Napa","Napa","Napa",82,575800,0.00243732590529248,0.0182139699381079,0.0934295480440562,0.107105273355607,-0.00532847051225238,"2006-02","2006-Q1",621200,-0.0730843528654218,"2005-03"
2016-09-30,62026,"11215","NY","New York","Kings","New York",83,1053500,0.0106485034535687,0.0219225919099816,0.133527006670971,0.0982729641547402,0.0627356753703021,"2016-09","2016-Q3",1053500,0,"2016-09"
2016-09-30,99534,"98052","WA","Seattle","King","Redmond",84,660600,0.0100917431192661,0.0326715647959981,0.148669796557121,0.107264800501907,0.0288645841083963,"2016-09","2016-Q3",660600,0,"2016-09"
2016-09-30,70810,"30024","GA","Atlanta","Gwinnett","Suwanee",85,309600,0.00715679895901106,0.0221195113898977,0.0813831645127489,0.0679186639254936,0.00877465353395812,"2016-09","2016-Q3",309600,0,"2016-09"
2016-09-30,71864,"32210","FL","Jacksonville","Duval","Jacksonville",86,108600,0.0159027128157156,0.0482625482625483,0.145569620253165,0.0692561609297153,-0.0259779998961381,"2007-05","2007-Q2",145400,-0.253094910591472,"2005-02"
2016-09-30,60081,"06010","CT","Hartford","Hartford","Bristol",87,173400,0.00405327156919514,0.0104895104895105,-0.0080091533180778,-0.00443855013814887,-0.0216375739855266,"2007-04","2007-Q2",219100,-0.208580556823368,"2004-05"
2016-09-30,62032,"11221","NY","New York","Kings","New York",88,942100,0.00662463938454963,0.0192578167261712,0.13274017073464,0.195430810749256,,"2016-09","2016-Q3",942100,0,"2016-09"
2016-09-30,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",89,195300,0.0119170984455959,0.0257352941176471,0.100901916572717,0.141654136470592,-0.0296915094259451,"2006-09","2006-Q3",264000,-0.260227272727273,"2005-05"
2016-09-30,84612,"60610","IL","Chicago","Cook","Chicago",90,254100,0.00315831030398737,0.0217129071170084,0.0135620263262864,0.0298017093325518,-0.00586677288316551,"2008-03","2008-Q1",283100,-0.102437301306959,"2005-04"
2016-09-30,71005,"30281","GA","Atlanta","Henry","Stockbridge",91,138000,0.00583090379008746,0.018450184501845,0.063993831919815,0.0702004117121724,-0.0126275414238756,"2006-12","2006-Q4",157900,-0.126029132362255,"2002-09"
2016-09-30,95804,"89108","NV","Las Vegas","Clark","Las Vegas",92,155400,0.0136986301369863,0.036,0.0806675938803894,0.168945340489932,-0.0459743225148133,"2006-06","2006-Q2",249100,-0.376154154957848,"2004-04"
2016-09-30,92336,"78240","TX","San Antonio","Bexar","San Antonio",93,160000,0.00692259282567653,0.0296010296010296,0.0825439783491204,0.0462943054856464,0.0185777677849126,"2016-09","2016-Q3",160000,0,"2016-09"
2016-09-30,94820,"85225","AZ","Phoenix","Maricopa","Chandler",94,223700,0.00675067506750675,0.0186703096539162,0.0811986466892218,0.123803239713505,-0.0110143894250514,"2006-03","2006-Q1",257600,-0.131599378881988,"2005-08"
2016-09-30,91926,"77433","TX","Houston","Harris","Cypress",95,218500,-0.00681818181818182,-0.0139891696750903,-0.0310421286031042,0.0561165258733833,0.0259608374189511,"2016-03","2016-Q1",229600,-0.0483449477351916,"2015-02"
2016-09-30,58669,"02169","MA","Boston","Norfolk","Quincy",96,362500,0.011722020653084,0.0348272908935198,0.0440668202764977,0.0510591823348936,0.00828235680971279,"2016-09","2016-Q3",362500,0,"2016-09"
2016-09-30,72347,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",97,195300,0.00462962962962963,0.0150727650727651,0.0910614525139665,0.103416777907852,-0.0279469379897652,"2006-01","2006-Q1",273000,-0.284615384615385,"2004-12"
2016-09-30,64180,"15601","PA","Pittsburgh","Westmoreland","Greensburg",98,139900,0.00430725053840632,0.013768115942029,0.0256598240469208,0.0193760665747247,0.0114060044874773,"2016-09","2016-Q3",139900,0,"2016-09"
2016-09-30,97431,"93722","CA","Fresno","Fresno","Fresno",99,212400,0.00615821885362387,0.0211538461538462,0.0668006027122049,0.0914991743373657,-0.0330028679062015,"2006-04","2006-Q2",307600,-0.309492847854356,"2004-06"
2016-09-30,79040,"48180","MI","Detroit","Wayne","Taylor",100,83100,0.0121802679658952,0.0335820895522388,0.100662251655629,0.089231888828913,-0.0362383172739861,"2005-08","2005-Q3",123200,-0.325487012987013,"1999-02"
2016-09-30,65133,"17603","PA","Lancaster","Lancaster","Lancaster",101,142100,0.00211565585331453,0.00923295454545455,0.0297101449275362,0.0130198855197106,0.00293202499632539,"2010-02","2010-Q1",144100,-0.0138792505204719,"2010-01"
2016-09-30,98304,"95608","CA","Sacramento","Sacramento","Carmichael",102,356500,0.00620942703923229,0.0133598635588402,0.0423976608187134,0.0833497236742173,-0.0152455523757417,"2005-12","2005-Q4",445100,-0.199056391822062,"2004-07"
2016-09-30,94890,"85308","AZ","Phoenix","Maricopa","Glendale",103,258800,0.00582977069568597,0.0184966548602912,0.0716356107660455,0.106684000580313,-0.0167418585124943,"2006-01","2006-Q1",317300,-0.184368105893476,"2005-06"
2016-09-30,97740,"94533","CA","Vallejo","Solano","Fairfield",104,310500,0.0120599739243807,0.0377673796791444,0.123371924746744,0.13938452579283,-0.0286629212284381,"2006-04","2006-Q2",426200,-0.27146879399343,"2004-06"
2016-09-30,63776,"14850","NY","Ithaca","Tompkins","Ithaca",105,244800,0,0.0090684253915911,0.057451403887689,0.0437702028973097,0.0327858230639479,"2016-09","2016-Q3",244800,0,"2016-09"
2016-09-30,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",106,189400,0.00424178154825027,0.0188273265196342,0.036672140120416,0.0114721441002201,-0.0122295020344091,"2007-08","2007-Q3",226100,-0.162317558602388,"2006-01"
2016-09-30,72362,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",107,222400,0.0136736554238833,0.03828197945845,0.102627664848785,0.123576474677416,-0.0217853656439326,"2006-06","2006-Q2",280000,-0.205714285714286,"2005-04"
2016-09-30,93203,"80013","CO","Denver","Arapahoe","Aurora",108,285400,0.00528355054596689,0.0207439198855508,0.117025440313112,0.119094304628059,0.0367166875675375,"2016-09","2016-Q3",285400,0,"2016-09"
2016-09-30,66705,"20906","MD","Washington","Montgomery","Silver Spring",109,319800,0.00439698492462312,0.0155604953953636,0.0423728813559322,0.0469852964964488,-0.0196243354129378,"2007-03","2007-Q1",393900,-0.188118811881188,"2004-12"
2016-09-30,74156,"37075","TN","Nashville","Sumner","Hendersonville",110,247300,0.00815328169588259,0.0269933554817276,0.0841736080666374,0.0539080475325697,0.0256871489007282,"2016-09","2016-Q3",247300,0,"2016-09"
2016-09-30,62022,"11211","NY","New York","Kings","New York",111,971500,0.00819842258198423,-0.00318079211984404,0.0377056184575945,0.118565114396674,0.0897538437966774,"2016-05","2016-Q2",983100,-0.0117994100294985,"2016-04"
2016-09-30,96047,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",112,1181100,0.00339818197264464,0.00561941251596424,0.0878695772312794,0.122316465358476,0.0371004158722199,"2016-09","2016-Q3",1181100,0,"2016-09"
2016-09-30,62085,"11373","NY","New York","Queens","New York",113,341500,0.0187947494033413,0.0339085679685135,0.0163690476190476,0.0346647278295005,,"2015-07","2015-Q3",342900,-0.00408282298046078,"2015-06"
2016-09-30,62093,"11385","NY","New York","Queens","New York",114,569200,0.00600919052668787,0.0115514483739115,0.118930607430706,0.0656925559922061,0.0104695230929785,"2016-09","2016-Q3",569200,0,"2016-09"
2016-09-30,94870,"85281","AZ","Phoenix","Maricopa","Tempe",115,213900,0.00234301780693533,0.00753650494583137,0.0547337278106509,0.121990116930135,-0.0116116173773537,"2006-11","2006-Q4",240500,-0.110602910602911,"2005-10"
2016-09-30,76971,"44060","OH","Cleveland","Lake","Mentor",116,159500,0,0.00949367088607595,0.0445317616240995,0.0265700616664877,-0.00740118407553514,"2006-06","2006-Q2",173200,-0.0790993071593533,"2003-07"
2016-09-30,76511,"43081","OH","Columbus","Franklin","Westerville",117,188200,0.0118279569892473,0.0306681270536692,0.0853517877739331,0.041196397326867,0.00933550254180959,"2016-09","2016-Q3",188200,0,"2016-09"
2016-09-30,69672,"28027","NC","Charlotte","Cabarrus","Concord",118,194100,0.0041386445938955,0.0141065830721003,0.0789327404113396,0.044004182876338,0.0178031678284505,"2016-09","2016-Q3",194100,0,"2016-09"
2016-09-30,94940,"85364","AZ","Yuma","Yuma","Yuma",119,123000,0.0241465445462115,0.0732984293193717,0.0468085106382979,0.0510352961173501,-0.0342587711717016,"2006-09","2006-Q3",174300,-0.294320137693632,"2005-04"
2016-09-30,61169,"08753","NJ","New York","Ocean","Toms River",120,259900,0.00425038639876352,0.0101049358725223,0.0404323458767014,0.010397411226253,-0.0222551690118983,"2006-05","2006-Q2",327000,-0.20519877675841,"2004-06"
